Time,Type,Command,Duration
19/Feb/2026 01:12:28,Query,UPDATE users SET email = robert@example.org WHERE userid = 7544,98
19/Feb/2026 22:26:03,Query,SELECT email FROM users WHERE userid = 3039,12
05/Feb/2026 14:43:27,Query,UPDATE users SET email = patricia@example.org WHERE userid = 7002,29
11/Feb/2026 11:09:59,Query,SELECT username FROM users WHERE userid = 9470,44
15/Feb/2026 14:47:16,Query,DELETE FROM sessions WHERE userid = 4199,29
30/Jan/2026 15:32:37,Query,SELECT * FROM creditcard WHERE userid = 3616,45
25/Jan/2026 19:10:07,Query,SELECT * FROM creditcard WHERE userid = 2215,13
28/Jan/2026 05:46:27,Connect,dbuser on BCG using TCP/IP,
31/Jan/2026 01:27:31,Query,SELECT * FROM users WHERE userid = 8389,47
05/Feb/2026 14:08:38,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5923,90
26/Jan/2026 01:46:05,Query,UPDATE users SET email = robert@gmail.com WHERE userid = 7785,20
22/Feb/2026 11:48:22,Query,SELECT username FROM users WHERE userid = 9242,20
14/Feb/2026 09:18:37,Query,SELECT ccexpire FROM creditcard WHERE userid = 7323,29
15/Feb/2026 18:14:09,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7082, WC-SH-A01, 1)",72
14/Feb/2026 18:52:50,Connect,webapp on BCG using TCP/IP,
25/Jan/2026 14:23:05,Query,SELECT ccexpire FROM creditcard WHERE userid = 2762,21
30/Jan/2026 16:09:48,Connect,admin on BCG using TCP/IP,
13/Feb/2026 02:53:47,Query,SELECT email FROM users WHERE userid = 6459,38
06/Feb/2026 10:48:47,Query,SELECT username FROM users WHERE userid = 9685,36
03/Feb/2026 01:07:15,Query,SELECT ccexpire FROM creditcard WHERE userid = 6897,12
12/Feb/2026 00:21:07,Query,SELECT username FROM users WHERE userid = 6444,30
08/Feb/2026 19:21:21,Connect,webapp on BCG using TCP/IP,
17/Feb/2026 23:00:43,Query,SELECT ccexpire FROM creditcard WHERE userid = 2462,30
08/Feb/2026 20:54:18,Connect,dbuser on BCG using TCP/IP,
31/Jan/2026 15:24:30,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4839, WC-SH-G04, 2)",46
29/Jan/2026 18:53:09,Connect,webapp on BCG using TCP/IP,
03/Feb/2026 07:23:08,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda19, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Brown, john44@company.com)",32
05/Feb/2026 19:37:24,Query,SELECT email FROM users WHERE userid = 8483,40
30/Jan/2026 08:00:40,Query,UPDATE products SET stock = stock - 1 WHERE productid = 4513,100
21/Feb/2026 00:20:28,Query,SELECT username FROM users WHERE userid = 7931,19
28/Jan/2026 09:11:39,Query,SELECT ccexpire FROM creditcard WHERE userid = 6528,32
19/Feb/2026 09:13:06,Connect,admin on BCG using TCP/IP,
12/Feb/2026 04:26:36,Connect,webapp on BCG using TCP/IP,
06/Feb/2026 18:45:38,Connect,dbuser on BCG using TCP/IP,
31/Jan/2026 19:14:00,Query,SELECT email FROM users WHERE userid = 7245,23
08/Feb/2026 13:07:06,Connect,admin on BCG using TCP/IP,
05/Feb/2026 07:11:19,Query,SELECT email FROM users WHERE userid = 4159,12
22/Feb/2026 17:46:08,Query,SELECT ccexpire FROM creditcard WHERE userid = 1977,9
17/Feb/2026 10:13:12,Connect,dbuser on BCG using TCP/IP,
27/Jan/2026 11:13:04,Query,UPDATE users SET email = linda@gmail.com WHERE userid = 3515,33
28/Jan/2026 08:54:50,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9581, WC-SH-G04, 2)",84
06/Feb/2026 00:51:33,Connect,admin on BCG using TCP/IP,
04/Feb/2026 19:13:27,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia67, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Davis, john57@hotmail.com)",41
02/Feb/2026 17:01:15,Connect,admin on BCG using TCP/IP,
03/Feb/2026 23:38:09,Query,SELECT * FROM users WHERE userid = 5687,21
06/Feb/2026 02:00:41,Query,SELECT * FROM users WHERE userid = 2863,19
19/Feb/2026 18:34:00,Query,SELECT username FROM users WHERE userid = 3388,20
17/Feb/2026 14:23:20,Query,DELETE FROM sessions WHERE userid = 9299,23
30/Jan/2026 14:44:51,Query,SELECT * FROM users WHERE userid = 6701,48
08/Feb/2026 04:24:14,Query,UPDATE users SET email = james@yahoo.com WHERE userid = 6187,81
23/Feb/2026 23:03:19,Query,SELECT ccexpire FROM creditcard WHERE userid = 1385,43
01/Feb/2026 00:14:28,Query,UPDATE users SET email = linda@hotmail.com WHERE userid = 7680,35
11/Feb/2026 02:59:22,Connect,webapp on BCG using TCP/IP,
13/Feb/2026 10:49:25,Query,UPDATE products SET stock = stock - 1 WHERE productid = 7097,60
12/Feb/2026 11:06:27,Query,SELECT username FROM users WHERE userid = 1009,35
31/Jan/2026 02:07:50,Connect,admin on BCG using TCP/IP,
15/Feb/2026 12:00:03,Query,SELECT * FROM creditcard WHERE userid = 8182,22
26/Jan/2026 18:02:41,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2505, WC-SH-G04, 5)",43
05/Feb/2026 20:07:54,Query,DELETE FROM sessions WHERE userid = 4621,14
06/Feb/2026 09:27:06,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4957, WSC-MG-G10, 4)",96
15/Feb/2026 09:37:19,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2132, SC-MG-G10, 2)",34
12/Feb/2026 09:24:34,Query,UPDATE products SET stock = stock - 1 WHERE productid = 6199,59
11/Feb/2026 10:03:27,Query,DELETE FROM sessions WHERE userid = 1949,7
03/Feb/2026 17:03:42,Connect,webapp on BCG using TCP/IP,
15/Feb/2026 15:21:44,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6512, CU-PG-G06, 5)",81
13/Feb/2026 09:34:54,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert36, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Martinez, patricia92@yahoo.com)",33
21/Feb/2026 18:38:04,Query,SELECT email FROM users WHERE userid = 3118,9
23/Feb/2026 22:24:11,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer19, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Miller, mary90@example.org)",92
27/Jan/2026 15:51:08,Query,SELECT * FROM creditcard WHERE userid = 8001,15
30/Jan/2026 07:33:41,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer52, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Martinez, linda42@example.org)",39
09/Feb/2026 10:15:14,Query,SELECT * FROM users WHERE userid = 2267,10
22/Feb/2026 22:32:07,Query,SELECT username FROM users WHERE userid = 2752,6
13/Feb/2026 11:36:29,Query,DELETE FROM sessions WHERE userid = 7416,17
14/Feb/2026 10:59:49,Query,SELECT * FROM creditcard WHERE userid = 7799,13
16/Feb/2026 13:51:29,Query,SELECT * FROM creditcard WHERE userid = 7606,22
11/Feb/2026 15:38:00,Query,DELETE FROM sessions WHERE userid = 6511,20
01/Feb/2026 08:24:03,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth28, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Mary, Williams, james23@yahoo.com)",17
10/Feb/2026 19:16:44,Connect,admin on BCG using TCP/IP,
11/Feb/2026 20:34:41,Query,SELECT username FROM users WHERE userid = 9384,24
07/Feb/2026 22:44:39,Connect,dbuser on BCG using TCP/IP,
31/Jan/2026 17:30:51,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (john55, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Rodriguez, linda25@gmail.com)",60
08/Feb/2026 02:02:39,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9190, WC-SH-A01, 4)",78
22/Feb/2026 20:44:27,Connect,webapp on BCG using TCP/IP,
07/Feb/2026 20:10:32,Query,SELECT email FROM users WHERE userid = 5895,30
15/Feb/2026 18:49:44,Connect,webapp on BCG using TCP/IP,
22/Feb/2026 11:50:05,Query,SELECT ccexpire FROM creditcard WHERE userid = 1706,33
17/Feb/2026 16:48:47,Query,SELECT ccexpire FROM creditcard WHERE userid = 3469,23
28/Jan/2026 22:45:52,Query,SELECT * FROM creditcard WHERE userid = 1350,11
08/Feb/2026 11:36:35,Connect,dbuser on BCG using TCP/IP,
20/Feb/2026 05:50:37,Connect,dbuser on BCG using TCP/IP,
09/Feb/2026 10:57:46,Query,SELECT username FROM users WHERE userid = 5849,23
26/Jan/2026 12:37:45,Query,SELECT ccexpire FROM creditcard WHERE userid = 3391,5
17/Feb/2026 09:03:44,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (mary50, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Williams, john67@yahoo.com)",99
04/Feb/2026 10:41:23,Query,SELECT * FROM creditcard WHERE userid = 2953,19
20/Feb/2026 13:19:29,Query,SELECT username FROM users WHERE userid = 4867,15
07/Feb/2026 04:12:29,Query,UPDATE users SET email = john@hotmail.com WHERE userid = 1289,80
30/Jan/2026 09:01:48,Query,SELECT username FROM users WHERE userid = 5484,47
03/Feb/2026 18:11:04,Connect,webapp on BCG using TCP/IP,
24/Feb/2026 03:03:45,Connect,admin on BCG using TCP/IP,
09/Feb/2026 07:08:10,Connect,webapp on BCG using TCP/IP,
30/Jan/2026 14:58:00,Query,DELETE FROM sessions WHERE userid = 6156,28
03/Feb/2026 02:38:38,Query,SELECT * FROM users WHERE userid = 5658,35
07/Feb/2026 23:25:56,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1231, PZ-SG-G05, 3)",29
05/Feb/2026 10:16:17,Query,SELECT email FROM users WHERE userid = 9008,33
19/Feb/2026 15:18:26,Query,SELECT * FROM creditcard WHERE userid = 8790,6
11/Feb/2026 07:44:30,Connect,admin on BCG using TCP/IP,
22/Feb/2026 06:25:03,Query,UPDATE users SET email = robert@gmail.com WHERE userid = 5065,53
05/Feb/2026 14:48:36,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert15, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Johnson, john23@example.org)",20
03/Feb/2026 08:58:43,Connect,dbuser on BCG using TCP/IP,
11/Feb/2026 08:09:08,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2561, WC-SH-A02, 1)",18
05/Feb/2026 02:07:12,Connect,webapp on BCG using TCP/IP,
09/Feb/2026 23:21:52,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer59, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Rodriguez, jennifer62@example.org)",82
27/Jan/2026 10:15:34,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda22, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Miller, john50@hotmail.com)",100
14/Feb/2026 22:32:00,Query,SELECT username FROM users WHERE userid = 3599,49
01/Feb/2026 06:22:41,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (james44, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Miller, william38@hotmail.com)",60
29/Jan/2026 05:02:12,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5156, DC-SG-G02, 2)",71
31/Jan/2026 22:31:13,Query,UPDATE users SET email = linda@company.com WHERE userid = 1176,33
23/Feb/2026 22:09:24,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2104,28
25/Jan/2026 19:46:50,Query,SELECT * FROM creditcard WHERE userid = 8907,13
25/Jan/2026 20:05:14,Query,SELECT email FROM users WHERE userid = 3591,26
03/Feb/2026 19:47:13,Query,SELECT ccexpire FROM creditcard WHERE userid = 2563,49
29/Jan/2026 06:28:28,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6512, MB-AG-T01, 1)",93
17/Feb/2026 16:46:09,Query,UPDATE users SET email = linda@gmail.com WHERE userid = 9208,96
31/Jan/2026 08:00:09,Connect,webapp on BCG using TCP/IP,
05/Feb/2026 00:35:03,Connect,webapp on BCG using TCP/IP,
14/Feb/2026 15:33:44,Query,DELETE FROM sessions WHERE userid = 2804,19
26/Jan/2026 16:14:39,Query,SELECT * FROM users WHERE userid = 2351,43
27/Jan/2026 21:11:48,Query,UPDATE products SET stock = stock - 1 WHERE productid = 6978,61
04/Feb/2026 05:22:36,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6790, MB-AG-G07, 2)",86
06/Feb/2026 21:43:17,Query,SELECT * FROM users WHERE userid = 2259,29
15/Feb/2026 20:35:48,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4560, WC-SH-T02, 1)",36
20/Feb/2026 04:06:39,Query,SELECT email FROM users WHERE userid = 6918,43
01/Feb/2026 23:45:08,Query,SELECT username FROM users WHERE userid = 7267,38
26/Jan/2026 15:56:02,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william17, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Rodriguez, patricia43@gmail.com)",91
09/Feb/2026 16:52:30,Connect,admin on BCG using TCP/IP,
27/Jan/2026 22:21:44,Connect,dbuser on BCG using TCP/IP,
27/Jan/2026 02:10:44,Query,SELECT * FROM users WHERE userid = 5859,25
28/Jan/2026 09:48:14,Query,DELETE FROM sessions WHERE userid = 9324,22
25/Jan/2026 20:28:09,Query,UPDATE products SET stock = stock - 1 WHERE productid = 9678,72
11/Feb/2026 08:26:18,Query,SELECT * FROM users WHERE userid = 7748,16
31/Jan/2026 06:16:03,Connect,dbuser on BCG using TCP/IP,
26/Jan/2026 22:04:17,Connect,admin on BCG using TCP/IP,
21/Feb/2026 11:19:28,Query,SELECT * FROM creditcard WHERE userid = 2195,25
22/Feb/2026 15:59:52,Query,SELECT email FROM users WHERE userid = 8473,15
26/Jan/2026 14:47:34,Query,SELECT * FROM users WHERE userid = 5117,39
16/Feb/2026 15:58:48,Query,SELECT * FROM creditcard WHERE userid = 5642,44
02/Feb/2026 22:36:39,Query,UPDATE users SET email = jennifer@example.org WHERE userid = 1086,34
10/Feb/2026 03:21:39,Query,SELECT email FROM users WHERE userid = 4282,12
29/Jan/2026 05:27:50,Connect,webapp on BCG using TCP/IP,
21/Feb/2026 02:52:53,Connect,admin on BCG using TCP/IP,
05/Feb/2026 18:16:42,Connect,webapp on BCG using TCP/IP,
04/Feb/2026 09:44:09,Query,DELETE FROM sessions WHERE userid = 1856,17
25/Jan/2026 17:42:06,Query,SELECT * FROM creditcard WHERE userid = 9501,17
21/Feb/2026 18:24:37,Connect,webapp on BCG using TCP/IP,
03/Feb/2026 20:59:46,Query,SELECT email FROM users WHERE userid = 8125,36
31/Jan/2026 07:58:03,Query,SELECT * FROM users WHERE userid = 1620,37
31/Jan/2026 05:23:38,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1664,23
10/Feb/2026 23:58:47,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer39, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Jones, linda85@example.org)",84
11/Feb/2026 02:22:15,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (mary28, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Brown, robert81@company.com)",34
27/Jan/2026 10:04:20,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7897, WC-SH-A02, 5)",85
21/Feb/2026 16:38:06,Connect,admin on BCG using TCP/IP,
07/Feb/2026 08:05:29,Query,DELETE FROM sessions WHERE userid = 7375,15
12/Feb/2026 06:28:09,Query,DELETE FROM sessions WHERE userid = 1571,28
27/Jan/2026 01:30:55,Query,DELETE FROM sessions WHERE userid = 3846,9
08/Feb/2026 04:20:07,Query,SELECT username FROM users WHERE userid = 2044,10
20/Feb/2026 11:11:49,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1301,37
07/Feb/2026 14:08:44,Query,UPDATE users SET email = mary@company.com WHERE userid = 4137,91
04/Feb/2026 19:11:24,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert85, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Williams, patricia17@hotmail.com)",73
07/Feb/2026 22:17:57,Query,UPDATE users SET email = william@company.com WHERE userid = 5282,84
11/Feb/2026 03:29:42,Connect,admin on BCG using TCP/IP,
15/Feb/2026 03:41:37,Query,SELECT username FROM users WHERE userid = 7857,45
15/Feb/2026 04:23:24,Query,SELECT * FROM users WHERE userid = 5820,15
09/Feb/2026 17:58:20,Connect,webapp on BCG using TCP/IP,
07/Feb/2026 09:03:41,Query,UPDATE users SET email = james@hotmail.com WHERE userid = 9069,27
31/Jan/2026 21:19:31,Query,UPDATE users SET email = michael@hotmail.com WHERE userid = 9417,70
29/Jan/2026 07:41:33,Query,SELECT username FROM users WHERE userid = 8652,10
21/Feb/2026 03:29:35,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer16, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Jones, mary96@example.org)",47
15/Feb/2026 19:42:30,Connect,admin on BCG using TCP/IP,
31/Jan/2026 00:23:04,Query,SELECT email FROM users WHERE userid = 5684,14
17/Feb/2026 00:23:17,Query,UPDATE products SET stock = stock - 1 WHERE productid = 6985,96
09/Feb/2026 18:35:29,Query,UPDATE products SET stock = stock - 1 WHERE productid = 3295,12
10/Feb/2026 05:42:35,Query,UPDATE users SET email = patricia@yahoo.com WHERE userid = 5240,12
19/Feb/2026 18:39:21,Connect,admin on BCG using TCP/IP,
31/Jan/2026 19:34:12,Query,SELECT ccexpire FROM creditcard WHERE userid = 8803,8
13/Feb/2026 15:26:27,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert50, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Jones, william51@hotmail.com)",40
19/Feb/2026 03:04:29,Query,DELETE FROM sessions WHERE userid = 4011,23
09/Feb/2026 04:54:53,Query,SELECT * FROM users WHERE userid = 3079,32
04/Feb/2026 12:27:29,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6062, BS-AG-G09, 4)",86
01/Feb/2026 08:15:13,Query,SELECT * FROM users WHERE userid = 4162,49
09/Feb/2026 20:41:24,Query,DELETE FROM sessions WHERE userid = 8662,22
09/Feb/2026 02:46:52,Connect,admin on BCG using TCP/IP,
06/Feb/2026 12:15:22,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5370,14
17/Feb/2026 01:55:02,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (8452, MB-AG-G07, 4)",83
22/Feb/2026 22:02:44,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2902,15
29/Jan/2026 23:34:13,Query,DELETE FROM sessions WHERE userid = 9824,20
11/Feb/2026 14:28:46,Query,SELECT * FROM creditcard WHERE userid = 5533,22
18/Feb/2026 22:48:43,Query,SELECT * FROM users WHERE userid = 4913,46
14/Feb/2026 21:32:39,Query,SELECT username FROM users WHERE userid = 1937,45
04/Feb/2026 23:36:56,Query,UPDATE products SET stock = stock - 1 WHERE productid = 9766,90
13/Feb/2026 18:52:20,Query,SELECT ccexpire FROM creditcard WHERE userid = 7637,47
18/Feb/2026 11:11:46,Query,SELECT * FROM creditcard WHERE userid = 7937,39
03/Feb/2026 01:37:44,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1965, BS-AG-G09, 2)",64
01/Feb/2026 06:15:58,Query,SELECT * FROM users WHERE userid = 2169,6
03/Feb/2026 16:59:08,Connect,webapp on BCG using TCP/IP,
14/Feb/2026 02:30:38,Query,DELETE FROM sessions WHERE userid = 2634,29
14/Feb/2026 17:08:40,Query,SELECT username FROM users WHERE userid = 6344,19
09/Feb/2026 06:39:33,Query,SELECT username FROM users WHERE userid = 9028,19
18/Feb/2026 23:19:55,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert92, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Martinez, james41@yahoo.com)",92
16/Feb/2026 20:39:13,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1946,72
09/Feb/2026 03:18:40,Query,SELECT username FROM users WHERE userid = 5555,47
11/Feb/2026 23:15:18,Connect,admin on BCG using TCP/IP,
02/Feb/2026 15:37:59,Connect,webapp on BCG using TCP/IP,
05/Feb/2026 08:41:50,Query,SELECT ccexpire FROM creditcard WHERE userid = 1762,16
22/Feb/2026 00:31:52,Query,SELECT * FROM creditcard WHERE userid = 3663,11
27/Jan/2026 03:25:40,Connect,admin on BCG using TCP/IP,
13/Feb/2026 11:39:10,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5391,99
10/Feb/2026 09:05:30,Connect,admin on BCG using TCP/IP,
30/Jan/2026 04:37:24,Connect,admin on BCG using TCP/IP,
14/Feb/2026 20:43:01,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9474, FS-SG-G03, 2)",64
01/Feb/2026 05:13:31,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william36, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Michael, Martinez, robert27@gmail.com)",95
31/Jan/2026 20:51:57,Query,DELETE FROM sessions WHERE userid = 8401,9
10/Feb/2026 02:02:48,Query,DELETE FROM sessions WHERE userid = 1197,27
20/Feb/2026 05:14:51,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8242,82
